ZipCode,Main_City,FIPS,County_Forecast_Week_Ahead_Total,ZipPopulation,ZipCode_Forecast_Week_Ahead_Total
60586,Plainfield,17197,861,47692,36
60599,Fox Valley,17197,861,47692,36
60940,Grant Park,17197,861,3433,3
60950,Manteno,17197,861,11803,9
62890,Thompsonville,17199,28,2789,2
62896,West Frankfort,17199,28,12167,6
62901,Carbondale,17199,28,26217,12
62902,Carbondale,17199,28,4568,2
62917,Carrier Mills,17199,28,2275,1
62918,Carterville,17199,28,10155,5
62922,Creal Springs,17199,28,2532,2
62924,De Soto,17199,28,2948,2
62933,Energy,17199,28,1385,1
62939,Goreville,17199,28,3111,2
62948,Herrin,17199,28,13183,6
62951,Johnston City,17199,28,4535,2
62958,Makanda,17199,28,2146,1
62959,Marion,17199,28,28201,12
62974,Pittsburg,17199,28,1626,1
62987,Stonefort,17199,28,1424,1
60146,Kirkland,17201,133,2655,1
61008,Belvidere,17201,133,34292,13
61011,Caledonia,17201,133,2326,1
61016,Cherry Valley,17201,133,4962,2
61019,Davis,17201,133,3244,1
61020,Davis Junction,17201,133,3131,1
61024,Durand,17201,133,2534,1
61047,Leaf River,17201,133,1839,1
61063,Pecatonica,17201,133,4260,2
61072,Rockton,17201,133,11565,5
61073,Roscoe,17201,133,19165,8
61080,South Beloit,17201,133,10440,4
61084,Stillman Valley,17201,133,3085,1
61088,Winnebago,17201,133,6052,2
61101,Rockford,17201,133,19546,8
61102,Rockford,17201,133,17760,7
61103,Rockford,17201,133,23964,9
61104,Rockford,17201,133,19454,8
61107,Rockford,17201,133,30905,12
61108,Rockford,17201,133,27819,11
61109,Rockford,17201,133,27224,11
61111,Loves Park,17201,133,23837,9
61112,Rockford,17201,133,66,0
61114,Rockford,17201,133,15591,6
61115,Machesney Park,17201,133,22574,9
61516,Benson,17203,21,676,1
61530,Eureka,17203,21,7245,4
61545,Lowpoint,17203,21,700,1
61548,Metamora,17203,21,11950,7
61561,Roanoke,17203,21,2469,2
61570,Washburn,17203,21,1787,1
61611,East Peoria,17203,21,24877,14
61613,Peoria,17203,21,24877,14
61725,Carlock,17203,21,1703,1
61729,Congerville,17203,21,1201,1
61733,Deer Creek,17203,21,831,1
61738,El Paso,17203,21,4395,3
61742,Goodfield,17203,21,1250,1
61744,Gridley,17203,21,1865,2
61748,Hudson,17203,21,2720,2
61760,Minonk,17203,21,2519,2
61771,Secor,17203,21,1138,1
